HiringManager;Experience;UniversityReputation;GPA;Gender;JobPosition;RANDOM;Salary
D;8.01431053257074;1;2.178639338965964;male;sales;0.2255697146403165;39361.579616811454
B;8.970382334650239;3;3.269164204682712;male;management;0.41787425289929536;71115.6793392282
D;10.716851690604452;4;2.325180663918069;male;management;0.8346227372162697;76260.98343319306
D;5.821536875630493;1;2.5380773410385506;female;HR;0.41110491625421663;25054.298580532482
F;8.085906667466556;4;3.3483777066164264;other;services;0.8634084793830958;41782.66208069941
D;14.332126796816295;4;3.776116222073764;other;technician;0.7471079230917022;53772.79516506021
B;4.160463731050173;5;3.520575950297956;female;services;0.8681251933170281;35021.37328689917
E;10.615915305273731;3;3.5978450399684236;male;sales;0.5524946536020838;54187.84057923291
F;7.731378252977876;1;2.6303217409969655;female;HR;0.6467848881384709;26870.082844220557
F;10.878738634860035;1;2.1676565436820208;male;sales;0.7887410616058448;43045.411032002405
E;12.240075484894039;3;3.352092302466469;male;HR;0.770942316226765;52563.774349948224
B;9.162380260641358;1;2.562299183586516;other;HR;0.42633928007053823;52932.71820037068
B;5.4360058010942645;5;3.020736748404454;female;sales;0.7902721803221198;38076.32599547512
B;8.88458206331439;3;2.5768673906286543;female;technician;0.5141734221043127;35565.82624967454
B;8.761404468734336;2;3.4580223580474923;female;services;0.7577455183261493;31175.831807104918
E;8.94300724487998;5;2.302555784656142;male;sales;0.4942382643572941;56438.36198319317
A;10.956161485429503;3;3.0167793566468872;male;sales;0.719849599205398;63747.212853054436
B;10.887162027533071;3;2.6636524342856776;male;HR;0.6174174220708635;49222.507480831824
E;8.66228730109578;4;2.653740526405688;male;technician;0.0689797678524513;54080.09422715745
C;11.86002535991655;3;2.5681145949509574;male;management;0.14661949355627812;73793.25818967324
G;6.487677064282611;3;3.412031189913193;male;management;0.048382429727734766;67161.13099939618
C;4.426534078027146;5;3.427161718163764;female;sales;0.9707003326004202;37895.82719817759
E;8.933281550146832;3;3.1893554606797485;female;sales;0.14488300350483718;36088.4090888428
G;13.075932964764595;4;2.559406937189298;male;sales;0.4060531309998664;58572.39190352958
A;7.2272187175880305;5;2.6339068931799225;female;services;0.76518721277317;43344.93315402683
B;6.088008366450188;4;3.517414002058712;male;technician;0.5466079433578981;52962.14400914925
G;4.341564615243158;3;3.280894858532972;female;sales;0.8517412905162984;32041.279277059755
D;11.163358504815193;2;2.3167495210376137;male;sales;0.9210410010458655;47688.72738076999
F;7.790058832498808;5;3.8188598160188816;female;services;0.9731450604658478;38613.61169485608
E;11.176932082004111;5;2.4888997768619765;female;sales;0.6614301183115101;42370.043641598364
B;7.732115413708485;2;2.7709642979542135;female;sales;0.5812973779581713;31463.572400828325
C;6.462957744457393;4;3.353395271108945;male;management;0.8920256424534929;72305.5469160155
C;8.284041586989625;2;2.913948655027571;male;management;0.5695172058479259;63201.490014680574
G;3.3360609514603414;1;3.1748675115100737;female;sales;0.5545810348616707;25415.56070457309
D;9.02294647667185;2;2.559606196314477;male;management;0.16648362407715567;63255.88596474145
B;13.653428279818263;1;2.9236978685705273;male;technician;0.6780643997709676;49501.0877023863
G;11.44852926757269;2;2.808945981897037;male;sales;0.34970495915491373;49334.081915851326
F;7.741235061357168;5;3.404561946465881;male;technician;0.8386865050150282;58806.47381966139
D;3.1906757443583125;3;2.7658219520336456;female;sales;0.7785540191079504;30039.089437254705
E;3.6509100476884377;2;2.5926171317173665;male;sales;0.49213251320471885;38667.64302721562
C;11.614478947037762;4;3.974908127032133;other;sales;0.9969014304269078;50289.43881719019
D;8.3066762654557;4;3.1931201254522144;male;management;0.09638820181550567;75047.24972944822
A;10.434672499260165;4;2.6838836781992748;male;management;0.8229424349157215;92453.27008822282
G;10.593521047401529;1;2.3758675447491964;other;services;0.5733223703327596;33345.25613689992
E;1.3967296434180074;3;2.920376631957202;female;services;0.7301262238293427;26551.860471232547
E;10.940667895320459;4;3.560252723101738;male;technician;0.5574433040839792;59480.7488108116
F;8.54066628334164;5;2.5056125623970997;male;HR;0.9285103595803533;53307.51508355826
B;8.891291829893092;5;2.402688478322072;male;management;0.09954172668593442;78654.00381576702
E;6.9609480474442345;4;3.212167280816587;male;sales;0.4398846948992573;52339.32626136432
C;9.534948083551441;1;2.664879044564456;male;technician;0.015150937273621379;43381.41214793806
A;11.629341769862611;4;2.0098336339125975;other;management;0.21653045675992022;76768.21626783806
D;11.19000617145462;4;3.2787475304598783;female;services;0.28575675673491585;38035.37604751821
A;10.75211167594219;1;3.288820463062795;male;sales;0.48678376735522066;54944.83124673581
F;10.199827455268395;2;4.0;male;technician;0.29544537709254604;51743.772240954284
B;8.284997587319525;4;3.6211361326148914;female;technician;0.3009890990331432;39762.9973121336
F;9.413413162854766;3;3.688737718091958;other;services;0.8113183095509506;40790.88859903868
B;8.598785307177513;4;3.1236146232015987;female;services;0.017296857377653407;35569.11237054361
G;8.894804986327662;3;1.9215360271651571;female;HR;0.30916848543469644;31851.73939425046
B;6.2641295281804705;1;3.491472751762713;male;HR;0.03163537194669541;38246.41983880801
F;6.916025674550461;5;3.608139128325506;male;management;0.8390415234130645;79438.14707616266
D;7.627602089998742;4;3.501005684086188;male;technician;0.3375634946208892;54951.08976478588
B;9.119232412849025;4;3.367669026189123;male;services;0.5234335247353701;51425.48455827273
E;6.0346988398153485;2;2.2410011306786615;female;sales;0.8871016403990595;28932.331610876514
B;10.328134261107701;1;3.3916791312566743;male;sales;0.20520300171173367;45504.494310612885
E;10.34122465264739;4;2.4710729139743424;female;sales;0.0671283897343351;38816.1341011872
F;7.2048617046516785;5;3.5110457371191828;female;HR;0.8856025873199491;38344.768406097675
F;4.525182001633178;1;3.440056780825042;female;services;0.3949689964606651;24994.50122879077
D;11.941065521475517;5;3.2211438810980306;male;services;0.2253287563562688;58060.02394040589
F;10.785814370837375;1;2.66033427670865;male;sales;0.5293172488762652;44202.001869834065
C;9.286438482668208;3;2.532982886714965;male;sales;0.7008568625935904;49704.71591590319
E;12.529011021226966;5;2.891769788440134;other;management;0.8994258697158112;72468.82589716086
E;13.709037851927091;4;3.2457758090188253;male;technician;0.35903339641441845;62304.778100353455
F;5.576576979704274;2;2.477639181512879;female;HR;0.03829164376239602;27338.11858214694
F;12.770184476096606;2;2.68678100432473;male;services;0.8346492117036287;46972.495781695274
E;7.933963247904827;3;3.2534430022552687;male;sales;0.002223173089985986;49819.34063113032
G;9.043451093616245;4;2.7239903770926155;male;services;0.7173687225144958;49789.71821736176
B;10.705271917871265;5;2.500038595606152;male;technician;0.8645261346010322;60331.06082399031
F;8.114268536587144;1;3.975355468122969;male;HR;0.25208271040240526;41695.53487474769
D;9.31775054682566;2;3.2432068076574363;male;services;0.3601147766603209;44164.99699456863
B;9.929739312289607;3;2.7052394558327966;other;HR;0.3941888740281819;60127.0225884343
F;11.056072188035428;2;3.2227831060605183;male;HR;0.5537011362089187;47126.0054017915
D;9.202642858963321;2;3.9352140573830083;male;management;0.9701143565668877;68531.5277527128
F;8.227543414598268;2;3.604974823000894;female;sales;0.14522774519174075;33449.61862963085
B;7.8502152070145845;1;2.8107805274491087;male;sales;0.9789258650494485;40787.42203543899
D;10.731878631577203;4;3.124802341224103;male;sales;0.9684327451679935;57000.002374976924
E;11.192217547927513;2;3.2577894118067197;other;sales;0.1345366637163401;41804.42008126423
G;7.2870952170631575;4;3.0829394868898454;male;technician;0.7805630887363143;53397.92593191256
A;10.822975530528042;2;3.0104088534891673;female;HR;0.02001884028550993;39372.68248430163
B;13.623647440479537;1;3.068172159311316;male;sales;0.47385801650596193;48936.94931979641
A;11.06084011728903;5;2.7424662759640728;other;sales;0.7136476584283218;60323.32137930547
D;12.2669375009486;2;2.4823870879659387;male;sales;0.8314582454234245;49548.2983332371
F;10.871841670962159;1;2.730350244393645;female;sales;0.7321555349366013;31517.273702649996
D;9.435600309021394;4;3.0918452447924385;male;technician;0.35482910456226147;56257.46385416028
D;8.422467992594324;3;1.3148153481230194;female;sales;0.26672093702738064;32177.826596355448
G;8.772645554280396;1;2.4735482359044036;male;management;0.6207583329110639;57095.53564696056
D;9.063434058858522;5;3.4460645244147066;male;services;0.02792613192770499;55146.67572922551
G;5.027926955202819;5;2.8105088742733417;female;services;0.3040651320022909;34551.60299818708
B;6.755769489804889;3;3.6959795864372613;male;management;0.8702843770583323;68665.91159282293
C;12.766699284623666;3;3.57107264432639;male;services;0.7486487738322849;52690.61348793173
B;5.863045801875045;5;2.586213206557851;male;management;0.9331979515244309;73863.84998698335
G;6.459194919354774;5;3.594069677865952;male;HR;0.6277862433822237;53424.337152706095
B;6.105558609666149;3;3.303693618082844;female;HR;0.09028464239998313;31830.124048336205
G;7.813263695562624;4;3.1111118781630025;female;sales;0.7380033634408495;37670.57748083377
A;8.605336478463487;5;2.996189801472149;male;services;0.31567093511242494;64220.71115722721
A;10.493719184415756;5;3.138224260125851;other;services;0.9873948173047089;56124.20124560095
G;6.5147025615563985;5;3.3688938990011192;female;sales;0.5215586968304421;39705.78615007483
G;6.193062422342567;5;3.2612168520479967;female;management;0.17823946857707784;54462.25756120917
C;8.277511141318799;5;4.0;male;sales;0.8850146927350379;59975.65443914916
F;7.086060850367953;1;3.009419792942142;male;sales;0.145736510364061;40311.95096538291
C;10.890181689967974;5;3.4414785056636283;female;services;0.27588415734349614;40607.167896100946
C;11.937868887441558;5;3.002306939788461;male;HR;0.6964190479349202;58681.59890683062
F;12.218052222232249;1;3.3653202736215055;male;technician;0.4086990452755703;48772.27445570734
C;5.292282368062631;5;2.8636345607443507;male;technician;0.8763431974723717;54145.807966207765
G;2.847555395292799;3;2.292067843468397;female;sales;0.7363625701003064;28854.292413486775
D;9.623597580673346;2;2.396246187691309;male;sales;0.4405915209572292;45899.252583048525
E;8.359254036818431;4;2.9569863455550323;male;technician;0.21070208664460832;54480.65928086561
D;4.610686136235646;3;2.441909797167898;male;services;0.5521130592003833;40193.40687668572
G;10.7601366695715;2;3.132428999767183;other;sales;0.7939041525062428;41066.99424263433
B;7.250498771124279;5;2.9399388522113448;female;HR;0.03442392664541816;37394.036404299215
E;9.514050710903051;5;3.029621703018624;other;HR;0.09196154387251765;46484.75999927911
E;6.921419064431097;4;3.138259575440271;male;sales;0.4418373527070224;52096.527927043884
G;7.328933228897112;1;2.6371833916617247;female;HR;0.15921170384965888;26533.061110595227
F;10.99976714902528;2;3.819740210322454;male;sales;0.9864734270565265;51372.46485029257
B;7.9950522638443875;5;4.0;male;management;0.9632546567306066;82791.09407491989
F;9.400069725618144;5;3.6703975051559503;other;sales;0.7397401878994364;50480.13391480445
B;3.589645766210765;2;2.933113858540397;female;sales;0.11159263943478992;27958.49185766165
B;9.030592254688816;5;3.2434263610687872;male;technician;0.8413069431420261;60083.02736941084
B;11.59311217021371;2;2.914074501314394;male;management;0.6066092599247639;69158.2701111165
G;9.066347026418322;5;3.343985092629011;male;services;0.564111519208294;54905.180654011616
B;12.134918656782569;3;3.156494412304671;other;services;0.42004046649140236;62447.90748139191
A;8.019728248287432;1;3.933867864791718;female;sales;0.15907874800618593;37330.43031802255
A;10.421903965719247;2;3.425817757266728;other;management;0.8794351639416915;68892.37106445486
F;6.649766522199238;2;3.4183961530936204;male;sales;0.08708093466602007;44694.580241588876
F;8.531031979215275;3;2.849953919484032;other;management;0.9272932243082309;57346.40972727501
A;11.501605254345158;4;2.911732169226089;male;technician;0.416842408198016;70210.91023499098
C;12.01299260322818;4;3.5461810107699883;male;management;0.9759705280420371;82989.63832458269
F;7.287341398968785;4;2.8973789279804665;other;HR;0.506708015088611;40883.741240028314
D;9.42788277086258;5;2.726141673570405;male;technician;0.8640107915566345;59241.819275764465
D;9.053625456154013;4;2.314228964335416;male;services;0.16915153580450915;48818.50006178981
F;7.0543632385259585;1;2.390348031789333;male;services;0.4980797447223656;35802.07116252554
B;6.1484260821907615;2;3.611006557492534;female;services;0.34403092268594515;29214.873317599457
E;9.428886784951342;2;2.9596608727266354;male;services;0.10710552694759212;43617.85023648553
A;13.334700282259213;2;2.978348894956116;male;management;0.6279017487693005;87029.41983589031
D;5.548339336143112;3;2.8858979355716228;female;management;0.6319156698674246;45033.17238929009
C;6.73010353157721;3;3.62022749464771;female;sales;0.27695750429316823;34856.97272216108
F;8.690251311380697;1;2.8535758020649062;female;sales;0.36260812364497463;29740.815876438646
B;11.214221849514951;4;2.7394555410442836;male;HR;0.45700537701905763;53480.39470828271
E;8.841891734391334;5;2.4312560764076663;male;services;0.1475145383061719;52445.284664647996
E;3.4783888885828667;1;2.3997066117694263;female;services;0.6668350688588139;22336.13179530346
G;6.346725840964117;4;2.4855595571544056;female;services;0.3745898961938069;32570.16821198199
E;6.915255985054699;5;2.6675078710687874;female;sales;0.1599840026460363;38785.749445562506
A;8.885353256415293;2;1.8714788801818736;male;technician;0.8354500020831969;53267.244650577995
A;11.978011255836812;5;4.0;male;services;0.06668415013715956;71968.336208405
D;9.088050960801217;1;3.0420562868724774;male;management;0.1970262802488365;59709.89436218311
F;6.117456739770285;5;2.8182212667438713;female;sales;0.12127959170086089;38330.079532850876
D;12.63705495655433;3;2.695974204963831;female;sales;0.6528990662772668;38582.62509043047
A;12.425553741906763;2;2.2715915494601315;male;management;0.7488311827428175;82012.47157618636
F;10.900497034045157;1;3.607395037340183;male;management;0.3604005482746261;65007.51679570593
F;7.723868129316472;2;3.2723909042283785;female;services;0.05885382357564661;29978.35244710724
E;9.22622280805753;5;3.274393730340644;other;management;0.9947925580131373;68662.51540310823
E;10.06589774491455;3;3.5261862337975565;male;services;0.8384561819447012;49341.924255011596
F;11.459548329101352;1;2.9339740794392712;male;technician;0.6522430912746972;46632.29536413346
A;3.953567241640636;1;3.6201167616707384;female;services;0.034016349597277395;29777.676780281756
F;9.430782973723701;1;2.387334126435857;male;management;0.010552232055753064;57969.81220787174
F;10.129942135701539;5;3.37924682610257;female;management;0.1756962445661041;59782.75562958102
E;9.486807720905084;3;3.3921963435763223;male;sales;0.026982755998706698;52191.47572884281
E;9.948017670980162;1;2.8160946966860654;other;technician;0.1732670725919444;36938.22777078752
G;11.11625684861583;3;3.283583167356916;female;services;0.9301679405757544;35430.90970583021
F;14.175000171856118;1;3.6709700283927327;female;sales;0.3644036165661194;36276.55112989297
D;9.735855998763059;5;3.190775020781086;male;services;0.8112625533992311;55340.887248390274
B;12.603807698762111;3;2.400397545393413;male;technician;0.7274029941248285;54654.0756822046
C;2.476907743467926;5;3.5249160658854475;female;HR;0.6857680237922925;34269.68347183206
F;7.2148306534459605;3;3.198239185419515;other;services;0.17439494090879637;37611.309024284994
B;8.696441180212389;1;3.360636303911254;female;services;0.844161184294664;28405.05671982966
G;13.979430433089865;4;2.8977976707679307;male;services;0.0427584135445499;56130.03092955087
B;8.592487103861343;2;3.87686918326518;male;sales;0.2200417649901416;48400.70820962764
B;10.817470937315758;5;2.5817665547481434;male;services;0.262470372806494;55177.20485617446
F;11.250369065953151;1;2.5778385312554626;male;management;0.21943793735222383;61930.88303123534
C;6.35872015502618;5;3.178580608058834;male;services;0.7023576062093517;51259.05764537262
C;8.552856567424788;4;3.125818882418491;male;management;0.2637196778553944;75248.08979807117
G;12.677353340584101;4;2.8515129090301365;male;services;0.6994806416754685;54456.45499037325
C;12.099689463230785;4;3.3673852054474263;male;sales;0.0297150060596304;59401.459996866826
E;7.1296682245209215;2;3.27451244103468;female;HR;0.004144506280080007;30066.426923413776
A;0.0;2;3.661055766169188;female;HR;0.8003147923998731;29466.324838244844
E;5.864894532134658;4;3.2635335487009147;female;sales;0.011462562776710095;36161.82077591449
E;12.038601308543255;4;2.5938005992050917;male;services;0.9831989174925493;53071.44300834413
A;2.223719798394697;2;2.5422758637379776;female;sales;0.6630953606610416;31184.39191289911
B;11.03716081587495;5;3.1855729858901105;male;HR;0.6693813565529366;58027.76750808993
G;8.774673932062262;3;4.0;female;services;0.8292216678143193;34658.472842252915
F;6.5540584770348795;3;3.330894449992331;other;sales;0.6370698843835318;40193.11516718111
G;12.715156686766845;1;3.27867880080038;male;technician;0.8388439837090851;49199.71886064524
G;12.05409702724477;4;3.6245052599889798;female;HR;0.31079574246354535;40144.794243442106
G;8.439757621791411;2;2.566307689165404;male;sales;0.2564208553467089;44805.795408158396
G;12.321451927942555;3;4.0;male;services;0.06774767577411467;53185.74231353107
C;9.611913396488747;1;2.1011306157792298;other;services;0.8190612512013182;31814.174628047203
C;9.707744581883691;2;3.1558088515567366;other;sales;0.792003403657156;39980.91126779694
E;8.55527758818617;2;2.6267900886445905;male;sales;0.7563981280517175;45112.279664056055
F;8.860034956913395;1;1.9662242452425807;male;sales;0.8913349846732583;39907.058547828536
B;5.563545772747128;4;3.4409693314691165;female;HR;0.3756658949247452;34199.23500573921
B;11.465164818955724;3;3.1448280951475804;male;management;0.6155163783596619;75158.67781665159
G;2.824004081891463;4;4.0;female;management;0.966116638708228;48225.605204411615
E;12.292080263328355;1;2.1560723496746803;male;technician;0.3229139644694634;45677.576950734576
F;9.413679308073105;3;3.5155904306024137;male;HR;0.8852319428243104;49504.508847196186
F;8.171069976296588;3;3.421150064808044;other;HR;0.7134367871936877;39793.63750803093
D;10.493937420091898;3;3.427082951899398;male;management;0.886173628456287;74426.58598300326
C;11.215269601749693;5;2.7897555193858787;female;sales;0.29468061144454827;42957.60862799869
D;9.855551278332424;1;2.088187480702722;female;sales;0.16871015910634724;29405.308288079363
G;13.75746182048243;4;2.462926210836019;male;services;0.9376698748418113;54819.97709058536
A;5.571910276119675;3;3.418904151619443;male;technician;0.8956890329066433;57672.994229703974
D;8.162780449016935;1;1.2947396104989497;male;management;0.9403903610644246;51754.067406026705
F;5.5453689485001565;3;2.8541614034572045;female;sales;0.3024800226092915;32362.889031470575
E;9.904767626963208;4;2.88839930203671;male;sales;0.343201658820401;55315.30983542347
D;10.004904207125122;2;2.518993850402329;male;sales;0.7031092954464877;46711.587912677
F;2.8017520798532454;2;2.274185977830646;female;services;0.5844722776527178;24097.605430187356
F;8.60809224653042;4;3.2893305944160898;male;services;0.6090952215278832;50624.104122435114
G;10.370821159961507;3;3.1564234996205163;male;services;0.21283609262456193;48820.40179104304
C;7.137553530259861;1;3.35604327822289;female;services;0.1915564425591605;27072.194073699793
A;4.8696277430273485;2;2.8189704841035583;other;services;0.5209624810569019;37809.08245348136
G;14.066078373690184;3;3.3020027434204646;other;services;0.24727523179709587;44670.08386053111
D;8.920589113237591;4;2.721986510599826;female;sales;0.5126040080360649;37972.66803941339
A;10.98133759253477;3;2.2754521570954016;female;services;0.8101282749373067;40322.88674486009
G;0.9478535389967666;4;3.084645848265659;female;services;0.6386784275037505;28999.57345019887
G;10.370330252266521;3;2.5819753694343714;male;management;0.863101353100551;71161.70578404346
F;12.726297426680809;5;2.7675531704335;male;sales;0.6636416730098821;62546.77928274197
F;8.05215504754492;4;2.7077102261046586;female;technician;0.6375741329291783;37837.183092270214
C;5.97494470410258;2;2.9203395998743793;female;sales;0.7683319412681099;30124.74274373553
A;2.1616449033062866;2;2.6335312248024136;female;sales;0.2524490891542467;31317.064019966878
D;12.609850855040545;1;3.022472532199906;male;services;0.412476565142734;43985.75510332843
C;7.405463172663676;5;2.483061964457775;female;technician;0.6065267191336997;39617.43393997658
E;10.125597554335084;2;2.1487426778029324;male;technician;0.45992246089485767;46758.46944112205
E;13.400218911462652;3;2.5926841225679804;other;sales;0.7629494945727125;45992.43412912651
C;3.976493291052737;2;3.363384451468815;female;sales;0.7594685366507133;29103.594694083156
A;16.241533144827564;1;2.770967597887108;female;services;0.8600903238135548;40579.13770741381
B;3.858703430771893;1;3.5268858895161643;female;sales;0.7846210547608108;26541.652242600278
D;12.71141644937116;4;3.1020972154237922;other;technician;0.07995071601083958;50507.171968240626
F;13.707003121689986;3;3.2127126361580305;female;services;0.9011267099428737;37512.564134905144
G;6.251896963956163;3;2.815464415564757;female;services;0.6308375955176448;30500.401925822825
G;15.036184057892115;2;2.611819469509925;male;technician;0.04656934774646082;54462.966355923796
G;7.577665515780488;4;3.612606639474576;male;management;0.9268614782421228;75245.18183051335
G;7.431906263799142;2;2.9403730637672805;female;services;0.42300747479548795;29165.75453263365
G;11.088974334968064;5;3.6177389727493554;male;management;0.9994189779877348;86984.01410484019
F;8.689831161589149;3;2.5037040107753277;other;HR;0.8718609792496594;38451.1839668026
F;9.70560790393415;2;4.0;female;services;0.6106457761133943;32899.76671834403
F;6.491081624082282;5;2.94457783500428;female;sales;0.08822778400711573;38905.0578359754
D;6.675427576081356;1;2.317512406402403;male;services;0.5865271331408595;35172.54286666339
D;14.07591629136062;4;2.384732309036008;female;technician;0.3255392396019614;42865.43115031952
E;9.749027911573368;5;3.322962260577913;female;HR;0.23408856881743156;40224.423759176214
B;7.799319370793722;4;3.1948345743544104;male;HR;0.8854474387799856;50415.32194787111
D;5.339603264740715;4;2.8971360272357223;female;sales;0.06439375747059384;35006.897543036765
E;7.969686844588498;3;3.0575179275719173;female;management;0.915071917895761;48558.02144215872
A;8.545652171267045;5;3.013170890681713;male;services;0.42733821336330313;64183.67129178787
E;13.535350556846627;3;2.3085741419224632;male;sales;0.9443704582867384;54629.63849753625
A;5.246673547183059;5;3.120029964980918;female;sales;0.7114939623614669;45701.785598422815
C;12.214246975251944;5;2.6845929265110002;male;services;0.8100369734425766;57100.11939392873
G;9.025888013639808;1;2.6951151522354526;male;management;0.15423173612028152;58349.01297259928
A;6.071435882684027;1;2.735980726197104;male;services;0.5180556859172992;42542.49216251265
A;13.057898730232562;5;3.0649191513711695;female;services;0.070885659576436;50171.49177363439
D;10.62193946440388;4;2.725891157973178;male;services;0.43441729667197637;51688.46613642029
A;5.021796813359236;1;2.3374316877083183;female;services;0.33999688167147857;28250.59339255139
C;9.086489084989609;3;3.4960571298002145;female;HR;0.2693080102517178;34748.14909975957
D;10.994759903600132;1;2.6844553305478653;female;sales;0.05808112162617207;31545.849578390804
G;1.6454911969007266;2;3.0215169200456806;female;HR;0.360491782757808;24872.95120707214
E;6.943325667397673;5;2.5458125009484602;male;sales;0.36411184483409054;54477.2960674058
B;7.513339909276791;1;3.1801259045119954;male;management;0.6702505975902765;57372.465092941406
A;8.883310493284288;4;2.4903087340867445;female;sales;0.19999916008652951;45015.70304234189
F;16.187371996949945;1;2.5223979510665027;male;sales;0.2642524328261623;50844.8895972115
F;7.891602639832023;3;3.3928150663540846;other;sales;0.19141759337653197;41771.41139434341
E;9.028737332043875;5;2.9933114520815325;male;HR;0.7179212284235608;55098.8009291173
A;6.603374310531638;4;3.405936288141066;female;services;0.9888046074210014;41223.55182455005
F;4.404145011469071;5;3.3807318631612593;female;HR;0.8460009096645059;35690.5827756653
E;14.091470143372938;3;3.461728959125673;male;services;0.7898388381796301;54017.91367394914
E;10.636261415256026;2;3.9067020062549562;female;services;0.6355412583662668;33532.215613601045
E;8.886305068822432;4;3.3915484780703613;female;technician;0.7538034257961014;39895.890893340555
E;12.761837355066023;3;3.2517865900191394;male;services;0.9718322016616201;51918.492642125166
G;10.760151601177938;5;2.2881644666458865;other;sales;0.18891633681214282;48963.39897722729
D;6.791142775689343;4;3.5975715424665426;other;HR;0.7246025208221257;41806.01157783488
B;7.615313145567237;3;3.3766352381944458;female;services;0.9865702632155594;32613.29607866271
D;11.911148974120787;1;3.8514138583259028;female;services;0.10738289376323917;31971.880187156698
C;11.242071582446872;2;3.501105525976603;male;sales;0.34635343114117567;50860.590294182504
D;9.568399741576467;1;2.968897556011387;male;technician;0.7271309260743261;44228.177206750996
B;10.532019585548529;3;2.4816019460175527;female;services;0.9563401853922917;33570.93995594609
F;8.622873175646344;3;4.0;male;sales;0.22712613173643448;52647.24363563767
G;4.691937667185925;5;1.707323167044904;female;services;0.9042260667737044;32390.596401084378
D;8.736972353731415;5;3.464773600916667;other;management;0.7474957836605648;68499.77933334712
B;9.463063495344237;2;2.778860215448119;male;services;0.1713475793436674;43224.94071148857
A;12.523257480759234;3;2.429679222015703;male;management;0.7417706448454553;89386.45039754777
C;10.264068587225973;2;3.0078689085837813;male;HR;0.007394988183030526;45630.48303897768
D;10.363701021054613;3;1.94209325034142;male;sales;0.9183037582313631;49569.262228171734
C;5.941541382287735;4;2.645482267638861;female;sales;0.07603290976319321;35097.440432325086
D;9.617923052857828;1;2.758149762354318;male;technician;0.22894710474551228;43737.17380238773
F;11.066662461869415;1;3.6191814249163285;female;sales;0.4899066215324803;33328.013236142506
C;7.190809040061314;4;2.6060650327198953;female;sales;0.36972061445065296;36171.89809885001
C;9.895374685255907;4;3.0641898818187823;male;sales;0.9022052018771906;55758.78576576594
F;7.034681907011958;4;3.105724818042015;male;technician;0.4336582120009268;53124.89363688671
C;9.593932148482084;3;2.527172909486965;female;technician;0.8673534624190491;36136.139899571375
C;0.7020909991696005;3;3.807330107438309;female;sales;0.7319902494655685;29666.77761449443
F;12.099722018031654;4;3.6096039692454305;male;management;0.3621594310367777;83374.07392174052
G;10.822761001062911;3;3.3355878394834613;male;services;0.33712768203635934;49792.724016035805
G;7.511313842442409;1;3.42347528619322;male;technician;0.4164994199025679;42712.90902757408
A;8.430178781377656;5;3.1351940933407727;male;sales;0.7255435036075782;69518.32174872565
F;9.237817528340358;4;2.9313159247765768;male;services;0.9810495683020394;50520.539253472205
A;0.0;3;2.4552516228360957;female;HR;0.43675854152818805;30078.487576797346
G;12.561627516629557;5;2.2243498364858927;male;HR;0.6145632950487411;57540.64048007204
G;9.677928179236648;4;3.4178136090744538;female;technician;0.9509777695166116;40685.1742965555
B;9.694275578430515;4;3.175746975455713;male;management;0.19830989564665802;77482.38515281549
G;7.749333295988178;2;2.754746664134738;female;sales;0.6321412647526672;31449.602841068532
C;3.2724431707830988;5;2.770767601544105;female;HR;0.6580408461792496;33651.71925014642
G;10.277471420921616;4;2.7640408274351023;female;services;0.5662876076144588;36384.72011442305
B;13.472255264665481;3;3.070021293267674;other;management;0.1796929035672199;85418.44677680124
E;7.59146042459529;1;3.3890303710644467;female;services;0.33235912083594243;27514.09299171556
D;7.809842332048055;2;3.0014704596614394;male;technician;0.9607506398701016;45952.87389180963
E;3.2441363201517337;1;3.347895547973617;female;services;0.43784148746298857;23748.93830368412
D;11.851781548622522;4;2.202378837773919;male;services;0.25172101200740626;51907.84706900443
F;8.165042946590575;1;2.913816885693977;male;services;0.2103781303177895;38391.21206157424
D;4.772583764751909;5;2.2128696794514844;female;services;0.8105245448350546;33318.57465510664
B;4.003004265100344;4;2.441418323725931;female;technician;0.13788859985379642;33553.26125323632
G;8.96240216383141;5;2.372609946977371;female;sales;0.4457527811607688;40123.59704904769
C;11.380602541812538;5;3.1828945023973447;male;sales;0.7960361328834151;61879.32344440297
G;1.7243181480915153;5;2.868683555463935;female;services;0.8505842418983695;31842.43247016648
E;3.932724693181438;4;2.7484840423744274;female;HR;0.7663116182271318;31584.543638465562
C;12.56172728348644;5;2.582457744241958;female;sales;0.7107083927558103;43813.05806466879
A;5.297977242088523;5;1.9743763814027737;female;services;0.620836402671113;40031.66460499194
D;4.135361761761086;3;3.8060025518836973;female;sales;0.09086086345965605;32816.082782555146
A;10.574322787861634;1;2.882789462262662;male;management;0.06261955637191041;74174.18769875582
E;10.664939877092017;5;2.813920157861516;female;services;0.639873046280249;39348.86316389279
D;9.25077361499794;3;2.2383610643250886;female;sales;0.8594100195676797;34633.841092668976
C;3.2725625256777295;5;3.1161734247937063;female;services;0.16005253215387827;33579.17296897537
F;9.176617489814312;4;3.5617201315590106;female;technician;0.9713959385270139;40485.55399899174
D;11.685247457959962;4;2.964565963597342;male;services;0.18624468754082257;53537.25526218558
D;8.154061269973596;2;2.950968367595587;female;sales;0.8949438645980354;32181.406168741254
C;12.563641722964705;2;2.515445067179898;male;services;0.2724487785387959;46313.438228789404
A;9.45704153818254;2;3.8423042006739676;male;management;0.5680646500264314;82385.96386938583
