HiringManager;Experience;UniversityReputation;GPA;Gender;JobPosition;RANDOM;Salary
E;4.864894532134658;4;3.2635335487009147;female;sales;0.011462562776710095;43858.81328259339
E;12.038601308543255;4;2.5938005992050917;male;services;0.9831989174925493;42880.658030799794
A;6.223719798394697;2;2.5422758637379776;female;sales;0.6630953606610416;39210.76177823404
B;11.03716081587495;5;3.1855729858901105;male;HR;0.6693813565529366;46778.8728098307
G;2.774673932062262;3;4.0;female;services;0.8292216678143193;34737.61305581695
F;6.5540584770348795;3;3.330894449992331;other;sales;0.6370698843835318;41403.26551160715
G;12.715156686766845;1;3.27867880080038;male;technician;0.8388439837090851;41811.04660574649
G;14.05409702724477;4;3.6245052599889798;female;HR;0.31079574246354535;47732.95143782981
G;8.439757621791411;2;2.566307689165404;male;sales;0.2564208553467089;34735.54558798247
G;12.321451927942555;3;4.0;male;services;0.06774767577411467;45430.62064651357
C;9.611913396488747;1;2.1011306157792298;other;services;0.8190612512013182;31145.024904208556
C;9.707744581883691;2;3.1558088515567366;other;sales;0.792003403657156;41109.068846891605
E;8.55527758818617;2;2.6267900886445905;male;sales;0.7563981280517175;38942.91462607896
F;8.860034956913395;1;1.9662242452425807;male;sales;0.8913349846732583;33443.580817578404
B;2.563545772747128;4;3.4409693314691165;female;HR;0.3756658949247452;37289.26193930547
B;11.465164818955724;3;3.1448280951475804;male;management;0.6155163783596619;62536.60178467114
G;8.824004081891463;4;4.0;female;management;0.966116638708228;64762.611675352564
E;12.292080263328355;1;2.1560723496746803;male;technician;0.3229139644694634;36401.24798157133
F;9.413679308073105;3;3.5155904306024137;male;HR;0.8852319428243104;41566.08066009851
F;8.171069976296588;3;3.421150064808044;other;HR;0.7134367871936877;39645.24473877323
D;10.493937420091898;3;3.427082951899398;male;management;0.886173628456287;60784.299554147794
C;8.215269601749693;5;2.7897555193858787;female;sales;0.29468061144454827;47923.74499284736
D;8.855551278332424;1;2.088187480702722;female;sales;0.16871015910634724;33680.26388736184
G;13.75746182048243;4;2.462926210836019;male;services;0.9376698748418113;46903.66546268066
A;5.571910276119675;3;3.418904151619443;male;technician;0.8956890329066433;47008.40132843717
D;8.162780449016935;1;1.2947396104989497;male;management;0.9403903610644246;42182.92763179409
F;7.5453689485001565;3;2.8541614034572045;female;sales;0.3024800226092915;40625.14094183357
E;9.904767626963208;4;2.88839930203671;male;sales;0.343201658820401;47834.769647838075
D;10.004904207125122;2;2.518993850402329;male;sales;0.7031092954464877;39073.66584403741
F;2.8017520798532454;2;2.274185977830646;female;services;0.5844722776527178;28763.07609173103
F;8.60809224653042;4;3.2893305944160898;male;services;0.6090952215278832;42724.85488634869
G;10.370821159961507;3;3.1564234996205163;male;services;0.21283609262456193;38664.54712249302
C;9.137553530259861;1;3.35604327822289;female;services;0.1915564425591605;35387.90574901789
A;4.8696277430273485;2;2.8189704841035583;other;services;0.5209624810569019;37202.759493771664
G;14.066078373690184;3;3.3020027434204646;other;services;0.24727523179709587;44411.43659563047
D;8.920589113237591;4;2.721986510599826;female;sales;0.5126040080360649;43458.412719577995
A;11.98133759253477;3;2.2754521570954016;female;services;0.8101282749373067;47871.62064300213
G;2.9478535389967666;4;3.084645848265659;female;services;0.6386784275037505;37558.92987045064
G;10.370330252266521;3;2.5819753694343714;male;management;0.863101353100551;58898.08724145466
F;12.726297426680809;5;2.7675531704335;male;sales;0.6636416730098821;53505.724763902515
F;12.05215504754492;4;2.7077102261046586;female;technician;0.6375741329291783;48066.06009610908
C;9.97494470410258;2;2.9203395998743793;female;sales;0.7683319412681099;37689.76607243124
A;5.161644903306287;2;2.6335312248024136;female;sales;0.2524490891542467;39487.621541815184
D;12.609850855040545;1;3.022472532199906;male;services;0.412476565142734;36398.951978364385
C;4.405463172663676;5;2.483061964457775;female;technician;0.6065267191336997;43558.19184799251
E;10.125597554335084;2;2.1487426778029324;male;technician;0.45992246089485767;37800.732048755206
E;13.400218911462652;3;2.5926841225679804;other;sales;0.7629494945727125;44981.00642379613
C;5.976493291052737;2;3.363384451468815;female;sales;0.7594685366507133;34830.55408530546
A;13.241533144827564;1;2.770967597887108;female;services;0.8600903238135548;43636.203321512956
B;6.858703430771893;1;3.5268858895161643;female;sales;0.7846210547608108;35141.335773309766
D;12.71141644937116;4;3.1020972154237922;other;technician;0.07995071601083958;50639.68047806017
F;8.707003121689986;3;3.2127126361580305;female;services;0.9011267099428737;39138.064686190104
G;7.251896963956163;3;2.815464415564757;female;services;0.6308375955176448;34070.919339108426
G;15.036184057892115;2;2.611819469509925;male;technician;0.04656934774646082;45845.71133571619
G;7.577665515780488;4;3.612606639474576;male;management;0.9268614782421228;61953.84079005779
G;12.431906263799142;2;2.9403730637672805;female;services;0.42300747479548795;36277.212797555425
G;11.088974334968064;5;3.6177389727493554;male;management;0.9994189779877348;73723.02707147348
F;8.689831161589149;3;2.5037040107753277;other;HR;0.8718609792496594;41228.26830816285
F;7.705607903934149;2;4.0;female;services;0.6106457761133943;37768.28973597163
F;1.4910816240822822;5;2.94457783500428;female;sales;0.08822778400711573;40520.61431928938
D;6.675427576081356;1;2.317512406402403;male;services;0.5865271331408595;30406.07935549757
D;11.07591629136062;4;2.384732309036008;female;technician;0.3255392396019614;47382.3488309318
E;9.749027911573368;5;3.322962260577913;female;HR;0.23408856881743156;50285.98253598098
B;7.799319370793722;4;3.1948345743544104;male;HR;0.8854474387799856;42877.95589107182
D;2.339603264740715;4;2.8971360272357223;female;sales;0.06439375747059384;37935.21218860561
E;3.969686844588498;3;3.0575179275719173;female;management;0.915071917895761;54411.08041750446
A;8.545652171267045;5;3.013170890681713;male;services;0.42733821336330313;55819.56831952053
E;13.535350556846627;3;2.3085741419224632;male;sales;0.9443704582867384;45423.953775421585
A;6.246673547183059;5;3.120029964980918;female;sales;0.7114939623614669;56451.80593331356
C;12.214246975251944;5;2.6845929265110002;male;services;0.8100369734425766;43034.6929383268
G;9.025888013639808;1;2.6951151522354526;male;management;0.15423173612028152;46499.57789325603
A;6.071435882684027;1;2.735980726197104;male;services;0.5180556859172992;38015.2477817921
A;14.057898730232562;5;3.0649191513711695;female;services;0.070885659576436;61940.04191657912
D;10.62193946440388;4;2.725891157973178;male;services;0.43441729667197637;43559.935690704006
A;7.021796813359236;1;2.3374316877083183;female;services;0.33999688167147857;31612.883859371592
C;4.0864890849896085;3;3.4960571298002145;female;HR;0.2693080102517178;37144.23261938482
D;10.994759903600132;1;2.6844553305478653;female;sales;0.05808112162617207;39635.192972418656
G;2.6454911969007266;2;3.0215169200456806;female;HR;0.360491782757808;28635.900336811672
E;6.943325667397673;5;2.5458125009484602;male;sales;0.36411184483409054;47413.71947638284
B;7.513339909276791;1;3.1801259045119954;male;management;0.6702505975902765;48738.73093156485
A;9.883310493284288;4;2.4903087340867445;female;sales;0.19999916008652951;53373.399394219276
F;16.187371996949945;1;2.5223979510665027;male;sales;0.2642524328261623;42889.359067161495
F;7.891602639832023;3;3.3928150663540846;other;sales;0.19141759337653197;42802.12009092255
E;9.028737332043875;5;2.9933114520815325;male;HR;0.7179212284235608;48054.729390221604
A;7.603374310531638;4;3.405936288141066;female;services;0.9888046074210014;48887.239792129825
F;6.404145011469071;5;3.3807318631612593;female;HR;0.8460009096645059;45683.674240522356
E;14.091470143372938;3;3.461728959125673;male;services;0.7898388381796301;44016.31359039544
E;11.636261415256026;2;3.9067020062549562;female;services;0.6355412583662668;42229.13203498667
E;8.886305068822432;4;3.3915484780703613;female;technician;0.7538034257961014;46933.020009541615
E;12.761837355066023;3;3.2517865900191394;male;services;0.9718322016616201;43121.965604739125
G;10.760151601177938;5;2.2881644666458865;other;sales;0.18891633681214282;49387.865771982666
D;6.791142775689343;4;3.5975715424665426;other;HR;0.7246025208221257;39943.26695341163
B;7.615313145567237;3;3.3766352381944458;female;services;0.9865702632155594;36598.32061203843
D;15.911148974120787;1;3.8514138583259028;female;services;0.10738289376323917;41450.24226340047
C;11.242071582446872;2;3.501105525976603;male;sales;0.34635343114117567;40549.29351249309
D;9.568399741576467;1;2.968897556011387;male;technician;0.7271309260743261;38287.016453052136
B;10.532019585548529;3;2.4816019460175527;female;services;0.9563401853922917;37984.766458501304
F;8.622873175646344;3;4.0;male;sales;0.22712613173643448;43350.17662262178
G;5.691937667185925;5;1.707323167044904;female;services;0.9042260667737044;36494.213923558484
D;8.736972353731415;5;3.464773600916667;other;management;0.7474957836605648;70699.92127723432
B;9.463063495344237;2;2.778860215448119;male;services;0.1713475793436674;35988.84100502141
A;12.523257480759234;3;2.429679222015703;male;management;0.7417706448454553;73407.43623917561
C;10.264068587225973;2;3.0078689085837813;male;HR;0.007394988183030526;38033.945140772026
D;10.363701021054613;3;1.94209325034142;male;sales;0.9183037582313631;41683.102038118814
C;9.941541382287735;4;2.645482267638861;female;sales;0.07603290976319321;44267.062401713076
D;9.617923052857828;1;2.758149762354318;male;technician;0.22894710474551228;37443.02947890402
F;11.066662461869415;1;3.6191814249163285;female;sales;0.4899066215324803;39694.601339639456
C;6.190809040061314;4;2.6060650327198953;female;sales;0.36972061445065296;39991.88273665402
C;9.895374685255907;4;3.0641898818187823;male;sales;0.9022052018771906;48360.919550002465
F;7.034681907011958;4;3.105724818042015;male;technician;0.4336582120009268;44296.73874208039
C;6.593932148482084;3;2.527172909486965;female;technician;0.8673534624190491;37009.96154402672
C;5.7020909991696005;3;3.807330107438309;female;sales;0.7319902494655685;39932.02720498221
F;12.099722018031654;4;3.6096039692454305;male;management;0.3621594310367777;69084.20538623215
G;10.822761001062911;3;3.3355878394834613;male;services;0.33712768203635934;40849.10204249037
G;7.511313842442409;1;3.42347528619322;male;technician;0.4164994199025679;34474.21729591762
A;8.430178781377656;5;3.1351940933407727;male;sales;0.7255435036075782;57164.954281763356
F;9.237817528340358;4;2.9313159247765768;male;services;0.9810495683020394;41918.48240445141
A;0.0;3;2.4552516228360957;female;HR;0.43675854152818805;37952.6900343703
G;12.561627516629557;5;2.2243498364858927;male;HR;0.6145632950487411;44937.271982224935
G;10.677928179236648;4;3.4178136090744538;female;technician;0.9509777695166116;49316.79397880957
B;9.694275578430515;4;3.175746975455713;male;management;0.19830989564665802;63785.076785361605
G;10.749333295988178;2;2.754746664134738;female;sales;0.6321412647526672;39566.40979842091
C;9.272443170783099;5;2.770767601544105;female;HR;0.6580408461792496;43323.121457801106
G;11.277471420921616;4;2.7640408274351023;female;services;0.5662876076144588;41858.40338581087
B;13.472255264665481;3;3.070021293267674;other;management;0.1796929035672199;84599.73357003945
E;10.59146042459529;1;3.3890303710644467;female;services;0.33235912083594243;34600.45537269397
D;7.809842332048055;2;3.0014704596614394;male;technician;0.9607506398701016;38524.70772618686
E;5.244136320151734;1;3.347895547973617;female;services;0.43784148746298857;27926.43524963329
D;11.851781548622522;4;2.202378837773919;male;services;0.25172101200740626;42328.15292256601
F;8.165042946590575;1;2.913816885693977;male;services;0.2103781303177895;33137.04083491186
D;3.772583764751909;5;2.2128696794514844;female;services;0.8105245448350546;40215.99983464093
B;9.003004265100344;4;2.441418323725931;female;technician;0.13788859985379642;46282.110393232215
G;5.96240216383141;5;2.372609946977371;female;sales;0.4457527811607688;41672.13788223829
C;11.380602541812538;5;3.1828945023973447;male;sales;0.7960361328834151;48311.46049732577
G;0.0;5;2.868683555463935;female;services;0.8505842418983695;35699.50380458265
E;7.932724693181438;4;2.7484840423744274;female;HR;0.7663116182271318;42692.865436941895
C;6.561727283486441;5;2.582457744241958;female;sales;0.7107083927558103;44562.05713013884
A;4.297977242088523;5;1.9743763814027737;female;services;0.620836402671113;46380.283093839964
D;7.135361761761086;3;3.8060025518836973;female;sales;0.09086086345965605;43185.74654564308
A;10.574322787861634;1;2.882789462262662;male;management;0.06261955637191041;60704.13084007139
E;9.664939877092017;5;2.813920157861516;female;services;0.639873046280249;45094.05664333738
D;6.250773614997939;3;2.2383610643250886;female;sales;0.8594100195676797;37380.85673607788
C;7.2725625256777295;5;3.1161734247937063;female;services;0.16005253215387827;41245.340204009
F;10.176617489814312;4;3.5617201315590106;female;technician;0.9713959385270139;48226.60835477717
D;11.685247457959962;4;2.964565963597342;male;services;0.18624468754082257;45076.28686311778
D;4.154061269973596;2;2.950968367595587;female;sales;0.8949438645980354;33257.246652388014
C;12.563641722964705;2;2.515445067179898;male;services;0.2724487785387959;38292.092601903314
A;9.45704153818254;2;3.8423042006739676;male;management;0.5680646500264314;69864.05847922579
A;8.11102773211733;2;2.8762773627042013;male;management;0.6469521452957684;61350.93877428023
A;5.192824268307339;3;3.3378965595682635;female;sales;0.8764875578237881;46714.00942597225
A;6.0062886396283215;4;2.1539113264279472;female;technician;0.3045527346695255;51777.9210654819
E;8.603139354749702;5;3.7455948190837254;female;HR;0.18877314748398588;48737.75930727055
E;12.4494102648781;5;2.8724908758510215;male;services;0.0972214864606501;44697.12796071024
F;5.236184521781274;4;2.8208420810453116;female;services;0.43188431980032405;39102.940523823585
C;3.8567608810591665;4;3.0730613858942575;female;sales;0.02428633057009899;38764.940360456865
B;8.170168152835808;5;3.618038056377243;other;management;0.038298248155826387;86618.55965711978
B;7.603382804001097;2;2.1912287942575266;female;technician;0.04762901512347095;35047.24909297915
D;12.23130529375831;2;3.261558810973597;male;services;0.7287571055691697;41936.79705471804
B;14.069447850892814;4;2.475270235132976;male;services;0.1338003617086323;45990.022893522015
B;3.0949312754694613;3;2.7014889774138755;male;HR;0.813691801205982;34035.94226425592
A;7.994618445043709;4;2.4024277632296105;female;technician;0.5943231456294737;49716.53909039568
F;4.4406218059168445;3;3.0784673590520537;female;sales;0.6413154945856928;39131.554287270454
B;14.577836554115724;1;2.9212027522788957;male;management;0.6739209708979013;60249.824081627616
F;10.720917983581373;4;3.637210232444356;male;sales;0.610139391778272;47889.444009964755
A;10.63670729053089;5;3.5281211238182633;male;technician;0.19952116838843836;61442.63318022599
C;13.754822577380777;3;2.544605853374751;male;sales;0.3171505064561292;46396.917882800364
E;9.084528571367319;4;2.7407941257358663;female;HR;0.05621522870946316;42872.72241474825
A;9.000526563615047;1;3.002352348355299;male;technician;0.41909902862708726;41673.204997792964
F;7.32557572467997;4;2.032690641698616;male;services;0.40174388547998563;37027.17059226677
D;8.521025918348252;3;2.0949473247012356;female;sales;0.5700695814594852;40729.330039397144
F;4.601567727079765;4;2.781861100163912;male;services;0.3196168995336077;36564.9783183122
G;9.130654518253237;1;2.903033979634059;male;technician;0.4563601922195396;37503.3298828893
B;6.269086006849692;3;2.8724764071770625;female;services;0.03203372844220287;34334.6178913663
D;9.239269130692596;4;2.6291231455965893;male;sales;0.6738630754021481;44386.46957209776
D;10.16293803157736;1;1.9316733839869147;male;management;0.661107107221835;50001.808048705665
A;8.04490764178496;4;3.1857700755416394;female;sales;0.9328275918412445;54295.9954995382
B;8.126112255713508;3;2.435673227272551;female;HR;0.604718080936751;38148.561855290565
F;8.773854700282687;2;2.6548990484796304;other;technician;0.9457691656009444;38903.859073577405
G;11.417268417616281;4;3.0230834060359304;male;services;0.22056988954744183;46283.318050141635
B;8.599495847538286;2;2.7029483234820786;male;management;0.3815808775053393;52895.90231832698
E;7.794659790868364;2;2.049321421438525;male;technician;0.7874152620888262;36780.15776873809
G;5.2144755361149215;4;2.994515123609872;female;HR;0.6296607844523585;35909.84921442315
A;4.744999091793016;2;2.381895307093333;female;services;0.1829161515985983;38513.149157089436
D;9.377938872219971;5;3.1799734628497354;female;services;0.7770013552711303;42685.201480926815
A;10.959688614322245;3;3.2987185654531013;male;HR;0.7324101098015569;50361.266573124005
E;10.106873963815836;5;2.8839895201133445;male;services;0.1918353741338723;47499.3181961891
G;12.989365838329805;4;1.5627564661288122;male;technician;0.05203585932916188;48931.074272080376
C;10.347636401659052;3;2.217438138959064;female;services;0.26662783455155215;35925.179092846716
A;4.7886727730184395;4;3.904272636849628;female;HR;0.2813654546822082;46135.21405081512
B;7.164436949632785;3;2.6666642365171938;female;sales;0.36073044436617274;40224.466241142516
D;10.309830427942952;5;2.777635955722693;female;services;0.8402135181690754;43234.93716658905
F;4.5625574199310925;3;3.116177280119983;female;services;0.2829831382319584;34011.46804244857
B;10.855207241278656;2;2.9477319323248627;male;technician;0.6764067368193996;39158.33008795389
B;8.049557578658813;5;2.2603136734430547;male;services;0.6355690110219913;44481.676625958746
B;9.76801605558027;4;3.867505238153887;female;services;0.6225028561643798;44358.7424964916
B;11.928272206961449;1;2.9114110903387527;male;technician;0.7299131234211631;39320.268952512175
F;11.547046858033871;5;2.636617919871334;female;services;0.5921727726002796;49789.363088306476
C;2.8217229155915273;4;4.0;female;sales;0.04167883507973569;40780.926981314995
C;7.454528963727501;2;3.171644503897351;female;sales;0.4832193730330352;39130.24526497389
E;11.038759857062159;4;3.477711878254941;female;HR;0.5416729307109799;41598.65513477579
F;4.804580722866849;4;3.0109468377668924;female;HR;0.6702431731909317;41032.58399329009
C;5.372477832241671;2;2.66404794250053;female;technician;0.36260248069337864;37331.425313815394
G;10.76323928468549;5;3.0767763361893863;male;services;0.1827053803465548;44629.96807573071
D;8.112237609751656;4;2.6032870597560227;female;HR;0.16597014212844308;41801.17270099155
D;6.470710723522453;3;2.1898359155747147;male;services;0.0709622297144139;35443.75918013148
G;12.477493596581574;3;3.6142786363426116;male;management;0.34449857478715973;65203.0962422361
G;10.703666258558641;3;3.570108169124642;male;services;0.8836144887785025;41631.78949811149
C;7.493485056648803;1;2.701281863418429;female;services;0.5249997591697326;30376.658976432795
F;5.523404556662901;5;2.7358488212177594;female;technician;0.3470094149540661;43823.15008861175
C;5.005010597874982;1;2.276903700482968;female;sales;0.12162287229713031;27645.55325160041
D;6.559952059969001;3;2.7558563676748085;female;HR;0.04690486323719423;37767.29639703457
A;6.607601784312436;2;3.212781067161221;female;sales;0.7237750020406086;44361.3615582654
D;7.2109191663483525;1;3.05007699530225;female;services;0.45990246276093283;32615.745370573346
G;3.651043651175349;2;3.061480275068939;male;management;0.6916305420529425;44119.00980139082
A;6.7682471127982815;3;2.38139524919326;other;management;0.2912907766618428;62376.416004263185
F;3.375889339814485;4;3.285695900711617;female;services;0.8155638819879595;38083.579017259115
C;8.374543329329002;4;3.243602750300578;female;services;0.036315772039831495;41145.536190017396
A;6.658208439729738;5;3.421200961885189;female;HR;0.1629301399868064;52231.51699110695
A;10.32275868469004;5;2.204797559363696;male;sales;0.48629807360286015;58455.54562399484
G;9.053793081808568;5;2.604207402454645;female;sales;0.6322185120026954;47632.82989926573
D;7.48876655925487;5;2.7793333329332404;female;HR;0.3722336219580601;41795.30978304615
E;3.9242500226663477;4;3.156470155555216;female;services;0.6362772830869626;36161.32632226146
E;13.258142619947302;3;2.8711594734650965;other;sales;0.691851912300134;49839.689029110676
F;6.594279871257633;2;2.9291483749299836;male;sales;0.40828968581626346;36566.66563689337
D;2.4602344599133774;3;2.33855748272289;male;technician;0.5616784897102095;31768.62328764015
D;8.132225339496028;2;3.3579554083633267;male;technician;0.5980885265615505;41167.983967060165
D;15.23259206107213;1;1.8559553082864368;male;technician;0.7458117345349877;41399.623959333054
A;14.093174280343131;3;3.07700228280469;female;services;0.9351401430437465;53780.745795285075
E;7.3725752591320886;2;2.8500284517046266;male;management;0.09238707114196809;52365.3231058582
C;5.959773864559626;3;3.1449564177153966;male;sales;0.4294620140448332;39208.57717240431
A;12.206069710331768;5;2.4483697009862224;male;services;0.04712138456304171;55558.552023926
E;4.5232852844381775;3;2.220464265702729;male;services;0.023310119215732228;34394.250708533065
F;10.965601240316994;2;2.5417860412703583;female;HR;0.23818084670340356;38208.26130914425
C;8.035740026690203;5;4.0;female;HR;0.7917118951478991;45712.29265018035
B;8.796671541775108;1;3.653485606616467;other;services;0.869574796862605;53536.448303838595
A;8.173068070458989;5;2.449942347164754;male;services;0.6254987922173221;51695.212182966374
G;9.06788543002354;3;3.137470911734024;other;services;0.7236588832539236;41020.70486809312
B;6.147455260124861;2;2.7796199829883954;female;HR;0.9550638244478205;33844.056165130416
F;9.427231829384427;4;1.694503314821523;male;technician;0.47823770446746594;42834.49223875161
E;9.074167279051103;5;2.380740247345552;female;HR;0.7823956309467344;46469.90134084715
D;9.929000401980096;5;2.6361602710435825;male;management;0.8234734846916404;68914.52897239495
D;6.531274564586427;4;2.8322614555526147;female;services;0.7948157746108224;37781.301102198966
F;16.805517789694843;1;2.7723180186088285;male;management;0.9470911520338103;62346.25929848968
F;7.998163742913141;3;3.2626160035357152;female;sales;0.010435055302338458;44161.73140973904
C;7.103488386922368;1;2.982469492913605;female;sales;0.01572820675033826;32920.89182719846
D;10.822737372978306;5;3.3996914472510555;other;services;0.518891761641123;48995.400374155324
A;14.220827409748736;1;2.9385329838039174;male;HR;0.8994918616786914;46453.99628719322
G;5.971084113376528;1;1.9837456553133102;female;sales;0.2292200619511947;28622.854199616824
B;10.583365844145897;4;2.852369569902551;male;technician;0.720945456227317;49040.55202814086
C;3.4798475907275144;2;2.517381552501858;female;sales;0.07033367921177636;31844.22475829856
F;8.586714987256443;2;3.4261207004397756;male;technician;0.2738607332349807;38854.86007741952
B;12.741911046261912;4;3.1212520656002924;male;services;0.0850826379527212;47109.02327455647
A;11.362042915717014;1;2.9397750828707756;male;sales;0.5355046453535479;45197.253292675276
D;6.249484044296641;1;3.043028095641037;female;sales;0.6874605434095531;32511.80093039179
A;11.676077104886199;2;3.243307978613879;male;sales;0.8634413906192991;48568.18889571481
F;6.225334378213728;2;3.179431691664248;male;HR;0.2787996839560931;35260.61574849877
E;10.62844142300839;4;3.0746827894262108;male;sales;0.8127271461137512;48491.83408089858
F;12.965842175933588;4;3.437873897878428;male;services;0.14224051843793062;46078.37841318718
A;9.040627585634615;1;3.6201607344095446;male;HR;0.05870530515756556;42741.07806448975
G;14.230637570378072;4;2.7656572066824565;male;management;0.40675740320574394;69201.97597833956
B;3.970460447870453;2;2.950055772492604;female;technician;0.7229579427584429;32344.24245890943
C;7.221488846598064;5;2.808984002823402;male;technician;0.2765065574241006;49386.54791388648
C;3.2919794702635503;4;1.8630696673059548;female;HR;0.04447547684095987;35328.01237221473
D;9.41235602014406;3;2.928250003071121;male;HR;0.6199923327799777;39826.69343444376
G;13.040192898685468;2;2.8143580560016495;female;services;0.956632102731384;38643.33471568824
F;8.715045396480683;1;2.9844540553480354;female;services;0.41530775271203524;33791.72398136813
A;10.235022529321741;5;3.569119733077425;female;services;0.3738792337158885;57970.77991878534
E;10.117036695512663;1;3.4435577054403375;male;services;0.012459126606145898;32687.993695779274
A;8.817899869309512;4;3.252366621627877;male;management;0.9046365994059311;79044.20423290369
F;9.710595102718186;3;2.9383733087165376;female;sales;0.25124171411673146;41695.71491563417
A;10.437339999039175;3;3.8191156289618284;male;sales;0.7722019626475926;54187.440670833465
B;9.61644791415788;2;3.7614026217243848;male;sales;0.3153259207937452;42721.33996798687
G;6.906302655809693;2;2.2177473843224815;male;technician;0.44674937215102517;37088.87935794051
D;9.894143395157679;2;2.5368313315663045;male;technician;0.4451630581082492;40482.14525852439
E;12.61009031267658;4;3.445410880459851;male;HR;0.13303302514881565;50478.34736551152
E;5.654478594151902;5;3.3892178239657484;female;management;0.7197928079888893;65959.5176119949
F;12.701785882547902;2;3.0649679515626445;male;sales;0.06560561678741161;42303.278328504566
C;6.370591784764302;1;3.1008501348645487;female;services;0.653727986109114;28857.52398695257
G;10.592913889831438;1;2.683478721418476;male;management;0.441825570059202;50595.483080136364
E;10.110153234923915;4;3.0525373891083154;male;services;0.811408310863925;41781.46292823979
A;10.891962660021301;4;3.2618069644581302;male;sales;0.36432021434304096;56185.23489429044
G;7.994648250801484;4;3.3327126511257066;male;HR;0.2653762203644221;42684.00244319936
D;8.133631085638505;5;3.1689306224718234;female;services;0.4126205967822445;44780.93039709619
A;9.215649733091242;3;3.093200055006069;female;sales;0.24276002147990405;51057.40897012813
A;10.39510433263413;2;1.8919334229182243;male;technician;0.131414038151365;46282.66920632911
D;8.749039307802986;1;4.0;female;HR;0.10126975084242551;33328.843562610906
D;6.0251316651659526;1;3.624247762116274;other;services;0.4337905640419283;30709.14081523341
F;8.365895039733225;5;3.0602468043055326;male;technician;0.23990505225848502;50083.61089832301
B;0.0;4;3.2172010709952263;female;services;0.11859098327212159;35934.57846463983
A;12.376435418450939;3;3.069100396832004;male;services;0.2466249578120575;51820.85839506268
E;6.8360643119756705;5;3.0574320160942396;female;services;0.5673895405655548;46334.48951146045
B;11.457104807984166;4;2.2096051981402947;male;technician;0.13703497873002324;44738.70029219099
B;6.23592341618752;1;2.607011679450579;female;sales;0.8985931046075186;32987.39420863547
F;11.716345397145805;2;2.417857972163533;female;HR;0.17137284027303012;41931.22827691545
E;6.304533849462663;3;3.3711487345654527;female;HR;0.6898235285420402;38558.133790604596
E;11.448530230453148;4;3.9064939369371365;male;sales;0.7204138823607139;50088.5430617101
E;8.012995945133765;2;2.542656175820584;male;management;0.16532071931262182;52886.59330261246
C;12.767940763373048;4;2.3345536130471745;male;services;0.11894011569846552;45559.3933924146
D;11.76708858261443;3;2.2079958128700192;other;services;0.47465318988243665;41447.496204055205
C;15.101420048984474;1;2.652972255118426;male;sales;0.12478547356162961;41462.70930886035
F;13.17636747153172;4;2.8790398241190998;male;services;0.5994091467313227;47389.35832266863
B;4.329300627461141;1;3.236681456300473;female;sales;0.548233806259163;32277.268176613532
A;6.45038000213305;4;3.1445170949942183;female;HR;0.8226740854961889;47670.8791942171
E;13.951207413647788;4;2.635335686596816;male;management;0.398294799073289;67741.39035351119
G;9.901256126649507;2;3.2887323538642366;male;services;0.8733343380763819;35961.057343453525
E;7.40250289806465;2;3.8826239369548614;male;HR;0.2625034009920839;39166.06469635532
B;10.484792925158343;2;2.663013545684755;other;services;0.26544241473898045;58468.12420035142
C;6.632941658832182;1;3.0032085258624712;female;sales;0.8009463687811238;33116.84362303506
D;5.264238970488554;1;3.11189456112629;female;services;0.89642274008449;30085.24655956104
G;11.971932186192443;1;4.0;female;sales;0.9341187647126852;38271.108374038755
A;7.9919413987289065;3;3.5598203126405115;male;sales;0.33761123418090355;50040.922476192594
B;9.033003115203321;4;2.749326975381504;other;technician;0.7688141609784792;64177.07623374408
E;10.005284838627604;3;2.9032580102216006;other;services;0.13478988843468942;40738.055071559575
E;9.072048772461104;2;3.5475504720010917;female;sales;0.6101889548096208;38781.87617256935
E;6.819049613814485;2;2.5180071689857084;female;HR;0.3665374739598116;31693.496171485338
A;9.340112050130033;1;3.8070542434057746;male;HR;0.7171481807554111;43655.152393426535
B;12.792263651604166;4;3.7996501810309313;male;services;0.6140667868256916;47189.33194733906
G;6.691507618283788;4;3.306568590781538;male;HR;0.5807451032668237;40748.9496431152
B;7.346016618573756;3;2.448564544497316;female;technician;0.5131301526077984;40926.354645842075
F;8.635536067367665;1;3.1216249553956072;other;management;0.5116698697181655;48411.59635428782
E;12.76096448666514;5;3.671689056545841;male;sales;0.8303020085803563;53983.50584003145
C;4.697575418416749;5;2.35215029845809;female;HR;0.12317588826455617;38038.078795786314
D;13.631930436970283;2;3.662806901451767;female;services;0.5435127036836193;44567.192742241314
B;2.9938255166972985;3;3.406480184054768;female;sales;0.6145892486299199;39399.464271635894
E;13.045907236897147;5;3.7910290755206755;male;HR;0.9303748296151969;49856.46706693129
C;9.154031331288385;3;3.249573433349612;female;HR;0.168800784622972;40827.871891226416
C;8.881418358963991;4;3.173936845642126;male;HR;0.12631223636806388;46068.6171344059
F;10.885468855962182;1;3.020501212550776;other;technician;0.539250925371612;36003.924737555586
B;9.308392300764472;3;3.3642030398727014;male;sales;0.7211967361279957;43075.92065097664
G;12.240810334476322;4;2.102184775328312;other;HR;0.32185576792632575;43134.75301347689
E;13.480580581941997;5;2.7952475879409424;male;technician;0.8119750416358185;52849.20767641246
A;9.48766007157956;5;3.3174719856646235;female;HR;0.4755816001605827;57149.997082075795
